,policy_id,monthly_premium_est,insurance_tier,charges,customer_id,region_id
1259,1260,564.18,Silver,6770.19,,
1260,1261,611.48,Silver,7337.75,,
1261,1262,864.24,Gold,10370.91,,
1262,1263,2243.88,Diamond,26926.51,,
1263,1264,892.04,Gold,10704.47,,
1264,1265,2854.5,Diamond,34254.05,,
1265,1266,156.71,Bronze,1880.49,,
1266,1267,717.94,Gold,8615.3,,
1267,1268,274.38,Bronze,3292.53,,
1268,1269,251.82,Bronze,3021.81,,
1269,1270,1206.53,Platinum,14478.33,,
1270,1271,395.59,Silver,4747.05,,
1271,1272,1420.28,Platinum,17043.34,,
1272,1273,913.28,Gold,10959.33,,
1273,1274,228.5,Bronze,2741.95,,
1274,1275,363.09,Silver,4357.04,,
1275,1276,1871.84,Diamond,22462.04,,
1276,1277,349.09,Silver,4189.11,,
1277,1278,690.31,Gold,8283.68,,
1278,1279,2044.64,Diamond,24535.7,,
1279,1280,1190.29,Platinum,14283.46,,
1280,1281,143.36,Bronze,1720.35,,
1281,1282,3950.32,Diamond,47403.88,,
1282,1283,711.22,Gold,8534.67,,
1283,1284,311.05,Bronze,3732.63,,
1284,1285,456.04,Silver,5472.45,,
1285,1286,3195.38,Diamond,38344.57,,
1286,1287,595.62,Silver,7147.47,,
1287,1288,594.49,Silver,7133.9,,
1288,1289,2902.39,Diamond,34828.65,,
1289,1290,126.28,Bronze,1515.34,,
1290,1291,775.16,Gold,9301.89,,
1291,1292,994.26,Platinum,11931.13,,
1292,1293,163.73,Bronze,1964.78,,
1293,1294,142.41,Bronze,1708.93,,
1294,1295,361.7,Silver,4340.44,,
1295,1296,438.46,Silver,5261.47,,
1296,1297,225.9,Bronze,2710.83,,
1297,1298,5216.07,Diamond,62592.87,,
1298,1299,3893.18,Diamond,46718.16,,
1299,1300,267.4,Bronze,3208.79,,
1300,1301,3152.48,Diamond,37829.72,,
1301,1302,1771.62,Diamond,21259.38,,
1302,1303,205.38,Bronze,2464.62,,
1303,1304,1342.94,Platinum,16115.3,,
1304,1305,1789.37,Diamond,21472.48,,
1305,1306,2825.05,Diamond,33900.65,,
1306,1307,573.0,Silver,6875.96,,
1307,1308,578.41,Silver,6940.91,,
1308,1309,380.95,Silver,4571.41,,
1309,1310,378.02,Silver,4536.26,,
1310,1311,3033.13,Diamond,36397.58,,
1311,1312,1563.82,Platinum,18765.88,,
1312,1313,939.36,Gold,11272.33,,
1313,1314,144.31,Bronze,1731.68,,
1314,1315,96.96,Bronze,1163.46,,
1315,1316,1624.73,Platinum,19496.72,,
1316,1317,600.14,Silver,7201.7,,
1317,1318,452.08,Silver,5425.02,,
1318,1319,2341.78,Diamond,28101.33,,
1319,1320,1081.78,Platinum,12981.35,,
1320,1321,3658.03,Diamond,43896.38,,
1321,1322,353.32,Silver,4239.89,,
1322,1323,1095.28,Platinum,13143.34,,
1323,1324,587.5,Silver,7050.02,,
1324,1325,781.49,Gold,9377.9,,
1325,1326,1866.31,Diamond,22395.74,,
1326,1327,860.43,Gold,10325.21,,
1327,1328,1052.43,Platinum,12629.17,,
1328,1329,899.66,Gold,10795.94,,
1329,1330,950.97,Platinum,11411.68,,
1330,1331,883.38,Gold,10600.55,,
1331,1332,183.83,Bronze,2205.98,,
1332,1333,135.82,Bronze,1629.83,,
1333,1334,167.33,Bronze,2007.94,,
